ID,Name,Win,Loss,Draw,height,stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
302,Caio Bittencourt,14,7,0,6' 0,1,0.29,16,0.57,33,0,0,0,0
303,Davi Bittencourt,14,4,0,5' 5,1,4.15,66,1.51,46,14.15,33,0,0
304,Jan Blachowicz,29,10,1,6' 2,1,3.41,50,2.91,53,1.09,50,68,0.3
305,Jason Black,23,4,1,5' 8,1,1.06,47,2.6,45,0.48,33,28,6.2
306,Brad Blackburn,18,13,1,5' 10,1,4.55,35,3.59,65,0.93,50,76,0.7
307,Tom Blackledge,10,7,0,0,1,2.91,61,2.55,46,0,0,75,0
308,Sherrard Blackledge,5,1,0,5' 11,1,3.7,49,3.13,55,4,33,42,0
309,Da'Mon Blackshear,15,7,1,5' 10,2,4.3,47,4.06,49,2.17,37,68,1.4
310,Chasen Blair,6,3,0,5' 10,1,5.27,39,5.27,59,0,0,100,0
311,Erin Blanchfield,13,2,0,5' 4,1,5.24,44,4.21,59,1.86,31,80,0.8
312,Maximo Blanco,12,8,1,5' 8,1,4.11,44,3.19,66,1.85,36,63,0.3
313,Curtis Blaydes,18,5,0,6' 4,1,3.54,50,1.91,58,5.69,53,31,0
314,Tereza Bleda,7,1,0,5' 9,1,3.02,53,1.86,46,1.81,27,83,0.7
315,Arlene Blencowe,9,6,0,5' 5,0,2.31,43,2.1,43,0,0,55,0.6
316,Byron Bloodworth,6,3,0,5' 8,1,1.82,28,5.18,50,0,0,0,0
317,Dashawn Boatwright,3,1,0,6' 0,1,0,0,52.5,12,0,0,0,0
318,Dan Bobish,17,9,0,6' 2,3,2.06,44,1.74,34,2.44,42,0,1.6
319,Mark Bocek,12,5,0,5' 8,1,2.34,43,2.32,60,3.65,36,31,1.3
320,Kyle Bochniak,8,5,0,5' 7,1,2.63,31,5.11,58,1.14,15,62,0
321,James Bochnovic,8,3,0,6' 4,1,0.65,26,3.64,21,0,0,0,0
322,Tim Boetsch,21,13,0,6' 0,1,2.93,50,2.9,57,1.45,34,59,0.8
323,Galore Bofando,5,3,0,5' 11,2,3.63,45,3.63,54,2.37,100,50,0
324,Roman Bogatov,10,1,0,5' 8,1,3.33,42,4.4,44,1,9,50,0
325,Mandy Bohm,8,2,0,5' 7,1,2.51,45,3.24,60,0.72,18,75,0.7
326,Kotetsu Boku,25,11,2,5' 9,1,2.47,42,2.8,53,0,0,0,0
327,Gaston Bolanos,8,4,0,5' 7,1,3.74,50,2.57,52,0.78,100,42,0
328,Kyle Bolt,8,4,0,6' 2,0,7.27,52,7.27,45,0,0,0,0
329,Denys Bondar,14,5,0,5' 6,1,4.59,50,5.16,56,3.99,58,62,0
330,Luc Bondole,5,2,2,6' 2,0,3.35,51,2.04,62,0,0,0,1.8
331,Tony Bonello,16,3,1,6' 2,0,0.62,33,12.62,10,0,0,0,0
332,Gabriel Bonfim,16,1,0,6' 1,1,5.78,42,4.38,62,2.92,75,73,1.9
333,Ismael Bonfim,20,4,0,5' 8,1,5.8,54,3.16,70,1.07,33,76,0
334,Jesse Bongfeldt,16,5,1,6' 0,1,2.91,62,1.01,50,1.51,33,33,0
335,Marcos Bonilla,4,4,0,5' 10,0,0.47,12,0.47,94,0,0,0,0
336,Stephan Bonnar,15,9,0,6' 4,1,2.76,38,3.01,52,1.32,40,60,1
337,Rogerio Bontorin,16,4,0,5' 5,1,2.63,52,3.27,50,2.9,60,51,1
338,Ray Borg,13,5,0,5' 4,1,1.52,52,1.93,48,3.89,50,46,1
339,Kevin Borjas,9,3,0,5' 5,1,4.92,40,6.7,49,0,0,61,0
340,Caio Borralho,17,1,0,6' 1,3,3.61,60,2.34,62,1.56,60,76,0.5
341,Zachary Borrego,3,1,0,6' 2,2,0,0,1.94,33,0,0,0,0
342,Viacheslav Borshchev,8,4,1,5' 11,1,5.4,53,4.8,56,0,0,35,0
343,Tanner Boser,21,10,1,6' 2,1,4.7,52,2.75,58,0,0,63,0
344,Steve Bosse,12,2,0,5' 11,1,5.99,52,5.38,50,0.92,33,100,0
345,Poliana Botelho,8,5,0,5' 8,1,2.9,58,2.8,54,0.85,57,76,0
346,Francois Botha,0,1,0,6' 2,1,0,0,1.05,77,0,0,0,0
347,Gregory Bouchelaghem,5,4,0,6' 2,2,0.27,21,1.53,36,0,0,50,0
348,Kyron Bowen,9,5,0,6' 3,1,2.73,57,2.05,40,0,0,0,0
349,Brian Bowles,10,3,0,5' 7,1,2.36,26,2.98,64,1.39,70,54,1.4
350,Roger Bowling,12,6,0,5' 9,1,3.9,47,3.86,51,3.09,43,27,0.9
351,Ashe Bowman,9,11,0,5' 9,0,2.43,42,4.86,57,0,0,0,0
352,Anvar Boynazarov,3,1,0,5' 9,1,0,0,7.83,29,0,0,0,0
353,Colley  Bradford,0,1,0,5' 7,0,0.43,25,1.73,50,19.42,50,100,0
354,Kyle Bradley,19,12,0,5' 9,1,1.99,40,3.45,58,0.65,50,40,0
355,Paul Bradley,23,8,0,5' 9,1,2.26,32,4.13,56,1.12,16,100,0
356,Sean Brady,17,1,0,5' 10,1,4.09,55,3.18,60,3.49,52,85,0.9
357,Ebenezer Fontes Braga,13,7,2,6' 0,1,2.42,50,0.42,71,0,0,90,0.6
358,Ramiz Brahimaj,11,5,0,5' 10,1,2.26,44,4.04,43,1.51,35,44,1.5
359,Adam Bramhald,13,3,0,5' 10,1,7.65,45,8.05,33,0,0,100,0
360,Joe Brammer,7,3,1,5' 8,1,2.15,31,2.8,56,0.81,50,50,0
361,David Branch,22,6,0,6' 1,1,1.66,39,1.91,56,2.55,32,43,0
362,Billy Brand,5,2,0,5' 6,1,2.86,25,8.57,40,0,0,75,0
363,Diego Brandao,22,11,0,5' 7,1,2.94,47,3.38,62,3.21,68,80,0.6
364,Bruna Brasil,10,4,1,5' 6,1,2.94,61,3.49,50,1.93,72,59,0
365,Martin Bravo,11,3,0,5' 8,3,7.66,39,5.72,51,2.6,35,85,0
366,Mike Breeden,11,6,0,5' 10,1,5.75,45,7.28,42,0.98,30,67,0
367,Tom Breese,12,3,0,6' 3,3,3.34,50,2.81,60,0,0,70,1.1
368,Elves Brener,16,5,0,5' 10,1,3.99,47,5.3,48,1.23,23,76,0
369,Chris Brennan,21,13,1,5' 8,1,0.6,40,0.97,50,0,0,25,2.1
370,Charlie Brenneman,19,8,0,5' 10,1,1.52,56,1.55,46,4.23,42,72,0
371,Robert Breslin,3,9,0,5' 11,0,2.21,46,3.5,66,1.38,100,50,0
372,Mack Brewer,0,1,0,0,0,0,0,6.67,36,0,0,0,0
373,Marcos Brigagao,11,1,0,6' 3,3,3.07,43,3.27,25,0,0,36,0
374,Jason Brilz,22,6,1,5' 11,1,2.66,40,1.78,65,2.37,25,25,1.3
375,Marcus Brimage,7,7,0,5' 4,3,3.97,35,3.64,56,0.56,100,80,0
376,Aaron Brink,26,26,0,6' 3,1,3.49,42,5.71,57,0,0,0,0
377,Henry Briones,16,8,1,5' 8,1,3.47,42,4.68,53,0,0,52,0.6
378,Marcelo Brito,13,8,0,6' 1,1,0.6,20,3.53,55,0,0,50,0
379,Joanderson Brito,17,4,1,5' 8,1,3.02,50,2.7,44,3.08,68,72,0.9
380,Kaik Brito,16,5,0,5' 11,1,2.8,38,3.87,55,0,0,55,2
381,Antwain Britt,11,6,0,6' 1,0,1.46,39,2.81,44,1.56,40,50,0
382,Mike Bronzoulis,18,9,1,6' 0,0,1.13,34,2.54,37,0,0,33,0
383,Jonathan Brookins,16,10,0,6' 0,3,2.69,39,3.63,56,1.94,17,80,0.3
384,Will Brooks,18,4,0,5' 10,1,4.26,59,2.54,56,2.08,51,82,0.3
385,Jarred Brooks,13,2,0,5' 3,2,2.12,46,1.66,62,4.54,57,69,0.6
386,Rob Broughton,16,7,1,6' 2,1,2.83,60,2.54,51,0,0,26,3.2
387,Matt Brown,26,19,0,6' 0,1,3.76,55,2.92,55,1.68,46,63,1.3
388,Mike Brown,26,9,0,5' 6,1,2.98,44,2.45,60,3.23,40,66,0.6
389,Todd Brown,16,4,0,5' 11,1,2.15,45,3.85,48,0,0,50,0
390,Randy Brown,19,6,0,6' 3,1,4.35,47,3.24,54,0.81,39,73,0.6
391,Damien Brown,17,12,0,5' 10,1,3.66,38,4.86,50,0.68,27,53,0.7
392,TJ Brown,17,11,0,5' 9,2,3.37,44,2.89,49,3.41,57,36,1.3
393,Humberto Brown Morrison,4,6,0,5' 10,0,1.71,50,2.19,62,1.43,25,0,0
394,Travis Browne,18,7,1,6' 6,1,2.93,41,4.31,42,1.21,68,75,0.2
395,Junie Browning,5,6,0,5' 9,1,3.76,48,1.76,66,3.53,66,0,3.5
396,Jules Bruchez,1,2,0,6' 0,3,0.69,50,5.52,46,0,0,0,0
397,Justin Bruckmann,7,3,0,5' 9,1,0.59,66,5.91,16,0,0,33,0
398,Cody Brundage,10,6,0,6' 0,1,1.62,54,2.63,41,2.31,50,68,0.9
399,Steve Bruno,15,6,0,5' 10,1,0.96,52,3.38,36,1.94,25,46,0.4
400,Fernando Bruno,15,4,0,5' 6,0,1.75,39,1.78,48,2.02,22,56,0.5
401,Derek Brunson,23,9,0,6' 1,3,3.51,47,3.05,51,3.14,33,85,0.6
402,Josh Bryant,15,4,0,5' 10,1,1.1,20,6.1,43,0,0,0,0
403,Dennis Bryant,5,2,0,6' 0,1,10.56,59,10.56,13,0,0,0,0
404,Robert Bryczek,17,6,0,6' 0,1,2.13,24,4.47,60,0,0,100,0
405,Lukasz Brzeski,9,6,1,6' 4,1,5.02,50,3.68,54,0.43,33,36,0.4
406,Justin Buchholz,15,10,0,6' 0,1,2.35,26,4.14,51,0,0,33,0.8
407,Courtney Buck,12,11,0,5' 10,1,1.49,28,3.24,54,0,0,33,0
408,Joaquin Buckley,21,6,0,5' 10,3,4.22,37,3.13,59,1.78,45,73,0.1
409,Martin Buday,14,2,0,6' 4,1,4.84,53,5.54,52,0.21,25,100,0.2
410,Julia Budd,10,2,0,5' 7,0,2.42,74,1.18,47,3.6,57,83,0
411,Dylan Budka,7,4,0,6' 0,2,1.07,43,1.69,41,2.02,38,76,0.4
412,Mike Budnik,13,4,0,5' 9,1,0.65,52,0.95,53,0,0,0,3.4
413,Mayra Bueno Silva,10,5,1,5' 6,1,4.01,59,5,52,0.64,29,66,1.5
414,Paul Buentello,35,17,0,6' 2,1,3.29,45,3.83,52,0.19,33,39,0.4
415,Modestas Bukauskas,16,6,0,6' 3,2,3.21,42,4.11,49,0.38,66,71,0.2
416,Lee Kwan Bum,0,1,0,6' 2,1,0.71,14,0,100,0,0,0,0
417,Shawn Bunch,7,3,0,5' 5,0,0,0,1.55,55,0,0,50,0
418,Felipe Bunes,14,7,0,5' 7,1,4.49,53,7.86,41,2.59,25,0,2.6
419,Shane Burgos,15,3,0,5' 11,1,7.4,52,6.78,56,0.43,44,91,0.4
420,Joshua Burkman,28,16,0,5' 10,1,2.69,43,3.13,51,2.53,36,72,0.3
421,Justin Burlinson,6,1,0,6' 1,2,1.24,40,3.09,61,0,0,100,9.3
422,Mads Burnell,9,3,0,5' 8,1,1.28,41,2.71,51,3.45,47,22,0.4
423,Kevin Burns,12,7,0,5' 10,1,2.74,38,4.3,52,0.28,50,47,0.8
424,Gilbert Burns,22,8,0,5' 10,1,3.17,48,3.57,52,2.1,37,53,0.5
425,Josh Burns,8,10,0,6' 1,0,2.4,48,5.73,32,0,0,100,0
426,Herbert Burns,11,6,0,5' 9,1,1.86,36,5.17,41,2.94,34,66,1.8
427,Nah-Shon Burrell,15,7,0,5' 11,1,4.83,47,3.45,56,0,0,52,0.3
428,George Bush,5,2,0,6' 1,0,6.35,64,2.31,55,17.31,66,0,0
429,Bubba Bush,8,3,0,6' 0,1,0.63,55,7.01,25,2.82,50,60,0
430,Dakota Bush,8,4,0,5' 10,1,2.77,38,4.42,41,2.4,33,0,0
431,Murilo Bustamante,15,8,1,6' 2,1,1.33,32,1.9,60,2.46,33,54,1.2
432,Eduardo Bustillos,5,3,0,5' 8,0,2.61,59,6.22,35,0,0,100,0
433,Jason Butcher,10,2,0,6' 3,0,1.82,40,2.73,25,13.64,50,0,0
434,Ian Butler,3,3,0,5' 8,0,2.09,14,6.69,36,0,0,50,0
435,Raphael Butler,9,2,1,6' 3,0,4.69,45,0.94,91,0,0,100,14.1
436,Jesse Butler,12,6,0,5' 10,1,2.02,34,4.62,39,0,0,0,0
437,JP Buys,9,6,0,5' 5,1,1.88,39,3.02,40,1.55,25,25,2.3
438,Dennis Buzukja,12,5,0,5' 9,2,4.21,43,4.82,48,0.63,27,75,0.2
439,Charles Byrd,10,7,0,5' 10,1,3.43,55,2.63,55,2.5,50,40,1.5
440,Steve Byrnes,6,1,0,6' 0,1,1.2,51,2.67,27,3,60,0,4
441,Yan Cabral,13,3,0,5' 11,1,2.02,47,1.98,62,2.89,35,37,1.2
442,Alvin Cacdac,18,13,0,5' 6,1,1.21,66,0.61,0,0,0,0,0
443,Alex Caceres,21,15,0,5' 10,3,4.21,49,3.09,62,0.54,68,64,0.7
444,Vince Cachero,7,4,0,5' 6,1,3.29,45,6.51,43,0,0,18,0.5
445,Priscila Cachoeira,12,6,0,5' 7,1,3.76,44,7.03,43,0.15,33,65,0
446,Carlos Calderon,6,3,0,5' 11,3,4.85,42,4.98,33,3.93,33,0,0
447,Darrion Caldwell,10,1,0,5' 10,0,0.85,34,0.57,60,3.41,66,100,0.8
448,Nicolle Caliari,8,3,0,5' 3,1,3.85,41,5.57,55,3.8,29,0,1.5
449,Cynthia Calvillo,9,6,1,5' 4,1,4.41,38,4.12,64,1.8,44,77,0.8
450,Joe Camacho,13,19,3,5' 9,1,0.31,17,5,42,0,0,0,0
451,Frank Camacho,22,10,0,5' 10,1,6.56,46,7.44,51,1.11,31,73,0
452,Lucas Camacho,6,1,0,6' 4,1,4.08,38,8.16,6,0,0,0,0
453,Fabricio Camoes,14,9,1,5' 10,1,1.29,33,1.85,61,2.34,32,20,1.5
454,Chris Camozzi,24,13,0,6' 2,1,3.57,44,2.96,56,0.27,19,57,0.5
455,Brian Camozzi,7,5,0,6' 2,1,3.15,26,6.39,54,0,0,0,0.7
456,Mike Campbell,13,4,0,5' 9,3,1.4,26,1.4,63,5.26,100,0,0
457,Shane Campbell,14,6,0,6' 0,1,3.99,59,3.19,55,1.36,28,82,0
458,Charlie Campbell,9,2,0,6' 0,1,5.55,54,3.73,55,2.95,40,71,0
459,Wagner Campos,12,10,0,5' 6,3,1.54,41,2.53,51,2.71,100,0,0
460,Derek Campos,19,6,0,5' 9,0,2.41,23,10.34,44,0,0,0,0
461,Will Campuzano,14,6,0,5' 9,1,2.43,31,3.82,57,0.88,45,48,0.2
462,Aleksa Camur,6,3,0,6' 1,1,4.73,57,4.26,54,0.46,22,50,0
463,Chico Camus,17,7,0,5' 6,1,2.58,41,2.46,64,0.77,40,72,0.4
464,Carlos Candelario,8,3,0,5' 8,3,3.97,46,5.17,44,2.28,36,53,0.3
465,Ronaldo Candido,6,0,0,5' 6,3,1.67,42,3.87,52,8,53,0,5
466,Luiz Cane,17,7,0,6' 2,3,4.79,41,5,60,0.56,28,100,0.3
467,Guido Cannetti,10,8,0,5' 6,3,3.44,55,2.84,51,2.27,55,64,0.4
468,Jared Cannonier,17,8,0,5' 11,2,4.49,50,4.39,56,0.42,46,62,0
469,Jose Canseco,0,1,0,6' 4,1,0.78,10,4.68,62,0,0,0,0
470,Bo Cantrell,10,10,0,6' 2,1,3.16,16,12.63,0,0,0,0,0
471,Steve Cantwell,7,6,0,6' 2,1,3.63,34,5.76,55,0.65,30,80,0.7
472,Phil Caracappa,6,1,0,5' 8,1,2.93,50,4.07,29,1,8,100,1
473,Gina Carano,7,1,0,5' 8,1,4.5,47,2.66,64,1.24,66,85,1.6
474,Dos Caras Jr.,9,5,0,6' 4,1,0.77,23,1.2,59,0,0,72,0
475,Bryan Caraway,21,9,0,5' 8,1,2.53,34,3.61,54,2.57,25,80,0.8
476,Remo Cardarelli,7,5,0,0,0,2.27,47,1.47,59,0,0,100,0
477,Phil Cardella,8,5,0,5' 11,0,2.47,50,2,57,0,0,11,2.5
478,Chris Cariaso,17,8,0,5' 3,3,3.35,43,2.23,61,1.11,39,57,0.8
479,Don Carlo-Clauss,10,7,0,0,0,1.44,30,7.68,43,0,0,66,0
480,Antonio Carlos Junior,11,5,0,6' 2,1,1.95,42,2.14,52,3.42,39,53,0.8
481,Spike Carlyle,9,3,0,5' 8,2,2.55,54,3.85,30,3.34,36,57,0.5
482,Francis Carmont,25,12,0,6' 3,1,2.22,42,1.64,59,1.79,36,73,0.6
483,Liz Carmouche,13,7,0,5' 6,1,2.78,54,2.51,61,2.57,51,65,0.3
484,Roan Carneiro,21,11,0,5' 11,1,1.46,46,1.82,62,3.05,42,83,1.4
485,Ariane Carnelossi,15,3,0,5' 2,1,2.87,39,4.74,45,1.37,55,14,0.3
486,Luana Carolina,11,4,0,5' 6,1,4.81,50,3.54,50,0.34,37,74,0.6
487,Tim Caron,7,1,0,6' 1,1,0.59,50,6.9,12,0,0,0,0
488,Clayton Carpenter,8,1,0,5' 6,1,3.91,55,2.75,55,2.23,46,42,1.5
489,Gabriel Carrasco,7,0,0,5' 6,0,4.15,37,1.53,80,0,0,100,0
490,Cain Carrizosa,10,3,0,5' 8,1,2.72,42,5.8,51,0,0,14,0
491,Roger Carroll,16,14,0,5' 10,0,7.62,61,10.48,43,0,0,100,0
492,Scott Carson,4,2,0,6' 2,0,0.62,66,6.22,23,0,0,0,0
493,Shonie Carter,51,31,7,5' 10,3,1.62,36,2.32,47,0.75,66,75,0
494,Jack Cartwright,10,1,0,5' 9,1,0.8,38,3.33,29,6,66,0,2
495,Bruno Carvalho,10,5,0,5' 8,0,0.6,45,0.93,53,0,0,66,4
496,Antonio Carvalho,15,6,0,5' 9,1,3.03,29,3.62,64,0,0,100,0
497,Rafael Carvalho,14,1,0,6' 3,0,1.94,50,1.84,54,2.77,40,70,0
498,Shane Carwin,12,2,0,6' 2,1,4.38,47,3.53,53,1.42,33,42,0
499,Johnny Case,22,6,0,5' 10,1,3.95,38,2.66,61,1.7,45,72,0.2
500,Kevin Casey,9,5,2,5' 11,3,2.27,53,3.76,46,0.79,22,27,0.4
501,Cortney Casey,10,10,0,5' 7,1,4.29,39,4,55,0.39,31,39,0.5
502,Brandon Cash,10,4,0,6' 5,1,5.42,72,0.68,33,10.17,66,0,0
503,Bendy Casimir,20,14,2,5' 5,3,0.74,27,3.42,54,0,0,100,0
504,Joe Cason,9,1,0,6' 3,0,4.17,55,10.83,23,0,0,0,0
505,John Castaneda,21,7,0,5' 6,2,4.67,50,5.22,54,1.79,35,71,0.1
506,Gil Castillo,8,5,0,5' 9,3,0.6,45,2.22,44,3.33,45,50,0
507,Danny Castillo,17,10,0,5' 9,1,2.57,42,1.96,62,2.95,38,63,0.2
508,Raul Castillo,7,1,0,5' 11,1,1.47,48,3.27,60,0,0,0,0
509,Jenna Castillo,1,0,0,5' 2,0,3.24,56,2.01,57,1.68,100,100,0
510,Tim Catalfo,4,2,0,5' 11,1,0.39,100,0.77,33,0,0,0,0
511,Nick Catone,10,4,0,6' 0,3,2.11,44,2.32,63,3.71,44,83,0.5
512,Luke Caudillo,17,17,0,5' 7,1,1.97,28,5.07,55,0.44,20,85,0
513,Gesias Cavalcante,21,10,1,5' 8,1,1.98,35,3.11,51,1.25,36,66,1.1
514,Rafael Cavalcante,12,7,0,6' 1,1,2.71,53,3.62,49,0.6,40,63,0.1
515,Jacqueline Cavalcanti,8,1,0,5' 8,1,6.02,49,3.22,72,0,0,90,0
516,Igor Cavalcanti,9,1,0,5' 11,1,3.33,42,3.6,48,1,50,66,0
517,Magnus Cedenblad,14,5,0,6' 5,1,2.38,51,3.02,40,2.87,64,66,1
518,Yosdenis Cedeno,10,6,1,5' 8,1,1.64,29,1.6,67,0,0,31,0.3
519,Henry Cejudo,16,4,0,5' 4,1,3.77,46,3.29,60,1.99,32,75,0.2
520,Adam Cella,6,8,0,6' 2,0,1.91,42,2.61,51,3.92,75,50,1.3
521,Vinicius Cenci,7,2,0,6' 1,1,2.9,48,2.69,62,1.61,50,0,0
522,Katlyn Cerminara,18,6,0,5' 9,1,4.58,34,4.48,62,0.31,15,50,0.3
523,Rafael Cerqueira,11,1,0,6' 3,3,1.18,100,32.94,22,0,0,0,0
524,Donald Cerrone,36,17,0,6' 1,1,4.41,46,4.48,53,1.16,33,73,1.2
525,Luan Chagas,15,3,1,6' 0,1,4.16,47,3.19,62,0.32,12,85,0.3
526,Edgar Chairez,11,6,0,5' 7,1,3.45,45,5.21,42,0,0,33,1.5
527,Ansar Chalangov,14,5,0,5' 9,1,0.68,66,1.69,54,0,0,0,7.6
528,Alex Chambers,5,5,0,5' 3,3,2.97,54,5.1,50,2.31,41,53,1
529,Michael Chandler,23,9,0,5' 8,1,4.49,50,4.3,43,1.59,37,63,0.6
530,Chelsea Chandler,6,3,0,5' 8,3,3.53,45,4.06,41,0.91,60,33,0
531,Dan Charles,10,6,1,6' 2,0,2.82,45,3.51,44,0,0,31,0
532,Morgan Charriere,20,10,1,5' 8,1,3.87,51,3.74,57,2.47,57,83,0.6
533,Ernest Chavez,10,2,0,5' 8,1,2.79,40,3.89,59,0.89,33,50,0
534,Emilio Chavez,12,9,0,5' 9,0,2.73,48,1.53,54,3,50,0,0
535,Danny Chavez,11,5,1,5' 8,1,2.86,38,3.83,50,1.95,60,87,0
536,Albert Cheng,7,4,0,5' 11,1,1,41,2.6,71,0,0,0,0
537,Fabio Cherant,7,4,0,6' 1,3,1.35,40,4.89,38,0,0,0,0
538,Mark Cherico,11,1,0,5' 7,1,3.69,34,7.37,56,5.03,50,0,0
539,Macy Chiasson,11,3,0,5' 11,1,3.77,46,2.79,44,2.37,38,70,0.4
540,Michael Chiesa,20,7,0,6' 1,3,1.81,39,1.66,54,3.3,48,61,1.1
541,Giga Chikadze,15,4,0,6' 0,1,3.92,42,3.5,61,0.21,33,70,0.2
542,Khamzat Chimaev,14,0,0,6' 2,1,5.36,58,3.25,41,4.31,46,100,2.8
543,Sako Chivitchian,8,1,0,5' 11,1,2.4,27,4.8,46,0,0,100,0
544,Mu Bae Choi,12,6,0,6' 2,1,1.55,49,3.65,44,3.12,75,60,1
545,Hong Man Choi,4,5,0,7' 2,1,1.32,26,1.46,36,0.71,100,84,0
546,Dooho Choi,16,4,1,5' 10,1,4.67,56,4.02,56,1.43,53,47,0.6
547,SeungWoo Choi,11,7,0,6' 0,1,3.51,39,3.12,47,0.86,54,70,0
548,SeungGuk Choi,7,3,0,5' 6,1,2.69,42,2.69,65,1.02,27,74,0
549,DongHun Choi,9,0,0,5' 5,2,4.54,66,3.13,58,0.46,14,81,0
550,John Cholish,8,3,0,5' 11,1,2.65,49,2.29,73,1.82,31,78,0.4
551,Ryo Chonan,22,13,0,5' 9,1,2.57,43,2.25,60,0.61,41,39,0.3
552,Will Chope,34,13,0,6' 4,2,4.43,27,9.93,46,0,0,0,0
553,Joachim Christensen,14,6,0,6' 3,1,3.78,41,3.29,46,0,0,0,0
554,Kevin Christian,9,2,0,6' 7,1,0.75,35,1.83,55,0,0,50,3.2
555,Dan Christison,20,7,0,6' 8,1,4.23,51,3.88,54,0,0,37,1.1
556,Anthony Christodoulou,12,7,0,5' 9,1,2.19,26,5.9,45,0,0,40,0
557,Murad Chunkaiev,8,4,0,5' 11,1,0.85,16,3.41,66,8.53,100,0,0
558,Cameron Church,4,1,0,5' 11,1,4,40,4.93,50,0,0,60,1
559,Mike Ciesnolevicz,19,4,0,6' 0,1,0.51,50,4.62,57,0,0,20,5.1
560,Hannah Cifers,10,7,0,5' 1,1,4.99,44,5.39,52,0.26,100,64,0.3
561,Nikolajus Cilkinas,2,6,0,0,1,0,0,5.88,16,0,0,0,0
562,Misha Cirkunov,15,9,0,6' 3,1,3.86,51,3.06,57,4.15,39,76,1.7
563,Logan Clark,18,6,0,6' 2,1,2.2,54,1.49,53,0.31,100,30,2.1
564,Mychal Clark,10,14,0,6' 3,1,5.8,56,2.9,59,0,0,0,0
565,Heather Clark,7,6,0,5' 6,1,3.69,49,5.62,50,0.33,4,80,0.3
566,Devin Clark,14,9,0,6' 0,1,3.03,54,3.24,44,2.17,32,58,0.1
567,Jessica-Rose Clark,11,9,0,5' 5,1,3.73,51,3.51,58,1.66,42,62,0.3
568,Shannon Clark,5,1,0,5' 5,1,11.51,58,20.55,35,0,0,0,0
569,Mitch Clarke,11,5,0,5' 10,1,2.35,34,3.27,47,0.64,15,50,0.4
570,Rich Clementi,45,23,1,5' 9,3,1.43,37,2.29,60,1.72,42,25,1.1
571,Chris Clements,12,6,0,5' 10,1,3.2,49,2.37,44,0,0,32,0.3
572,Mark Climaco,9,2,0,5' 4,3,4.13,59,2.9,57,3.5,36,46,0
573,Josh Clopton,6,2,1,5' 6,1,1.6,64,2.87,50,2,66,75,0
574,Brian Cobb,20,9,0,5' 11,1,0,0,3.68,55,5.81,50,0,0
575,Dakota Cochrane,29,12,0,5' 8,0,2.66,75,2.66,30,4.43,33,0,0
576,Marloes Coenen,23,8,0,5' 9,0,2.15,51,1.9,67,0.82,30,41,2.5
577,John Cofer,8,4,0,5' 9,3,2.73,41,3.43,62,1.22,50,64,0
578,Felipe Colares,10,4,0,5' 8,1,2.17,45,4.65,36,1.88,24,43,0.5
579,Wayne Cole,16,25,0,6' 1,1,0.57,20,8.33,27,4.31,25,0,4.3
580,Devin Cole,20,10,1,6' 4,1,3.5,55,2.14,48,2.18,42,66,0
581,Ivan Cole,2,3,0,5' 9,0,2.68,36,4.69,46,0,0,0,0
582,Chandler Cole,10,4,0,5' 10,1,2.45,60,3.59,26,0,0,0,0
583,Mark Coleman,16,10,0,6' 1,1,1.88,52,2.62,40,3.89,40,50,0.8
584,Clay Collard,14,7,0,5' 11,1,4.22,32,5,50,2.81,39,71,0.5
585,Jamie Colleen,4,1,0,5' 3,1,3.11,61,5.66,33,0.52,33,50,1.6
586,Jake Collier,13,10,0,6' 3,1,5.8,44,5.08,50,0.71,33,67,0.6
587,Christian Colombo,8,3,1,6' 5,1,2.76,44,4.02,42,0,0,33,0
588,Wes Combs,20,6,0,6' 2,1,2.14,48,4.73,45,0,0,0,0
589,Rose Conceicao,7,1,0,4' 7,1,3.07,28,6.73,60,0,0,0,0
590,Carlos Condit,32,14,0,6' 2,1,3.66,39,2.67,55,0.59,46,38,1
591,Tristan Connelly,14,8,0,5' 10,1,3.31,51,2.96,50,0.33,14,60,0.3
592,Marcos Conrado Jr.,5,1,0,6' 2,1,1.6,34,9.69,35,1.84,14,0,0
593,Jeremiah Constant,11,8,0,6' 1,1,1.5,75,3.25,43,0,0,0,7.5
594,Mike Cook,13,13,0,6' 1,1,1.72,49,2.4,46,1.03,33,55,2.1
595,TJ Cook,13,5,0,0,0,2.3,47,3.18,54,1.01,50,0,0
596,Bobby Cooper,12,7,0,6' 1,0,2.87,25,3.4,59,0,0,40,1
597,Amanda Cooper,3,5,0,5' 3,2,3.55,44,3.2,51,1.53,38,28,1.8
598,Kit Cope,6,7,0,6' 0,1,1.18,52,2.12,35,0,0,50,3.5
599,Chris Cope,8,4,0,6' 0,1,3.96,26,4.82,50,0,0,80,0
600,Josh Copeland,12,4,0,6' 1,1,1.03,31,3.01,55,0,0,57,0
601,Michael Cora,4,1,0,6' 1,3,0.8,28,0.13,66,0,0,25,0
602,Akira Corassani,12,6,0,5' 8,1,3.25,45,4.91,50,0.7,28,86,0
603,Muhsin Corbbrey,17,9,0,5' 10,1,2.02,34,5.41,53,0,0,80,0.4
604,Daniel Cormier,22,3,0,5' 11,1,4.25,52,2.92,54,1.83,44,80,0.4
