Fighter1_ID,Fighter2_ID,Winner_ID,Method,Round
445,1460,1460,Submission (anaconda choke),3
971,1139,971,Submission (arm-triangle choke),2
3475,124,124,KO (punches),2
270,2081,2081,Submission (face crank),3
244,2999,244,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1275,943,943,KO (punches),1
145,610,610,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2429,2910,2429,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2016,327,2016,TKO (spinning wheel kick and punches),2
1707,237,237,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3572,2967,2967,TKO (punches),1
2175,2297,2175,TKO (punches),1
418,3387,3387,TKO (punches),2
437,823,823,TKO (punches),1
1579,244,244,Submission (rear-naked choke),1
1013,730,730,"Decision (split) (28–29, 29–28, 30–27)",3
1567,871,871,"Decision (split) (47–48, 48–47, 48–47)",5
1349,2032,1349,Submission (D'Arce choke),2
821,408,408,TKO (doctor stoppage),2
1683,1430,1430,"Decision (split) (28–29, 29–28, 30–27)",3
2702,1937,2702,KO (punches),1
1581,3625,3625,TKO (punches),1
2985,1460,2985,"Decision (unanimous) (30–26, 30–26, 30–27)",3
2015,3528,3528,KO (punch),1
535,2605,2605,KO (spinning back elbow),1
2350,716,2350,"Decision (split) (29–28, 28–29, 29–28)",3
3111,3574,3111,TKO (punches),1
1275,3575,1275,TKO (elbows),2
689,774,774,KO (knee and punches),1
2560,3249,2560,Submission (rear-naked choke),5
2849,2939,2939,"Decision (split) (48–47, 47–48, 49–46)",5
3678,1463,3678,KO (spinning backfist),2
944,1980,1980,KO (punches),2
866,726,726,TKO (punches),1
67,1911,67,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1553,679,1553,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1119,1786,1119,KO (punches),1
846,2431,846,"Decision (unanimous) (30–27, 29–28, 29–28)",3
3461,2762,3461,TKO (punches),1
1402,907,907,"Decision (unanimous) (30–26, 30–27, 30–27)",3
3325,79,79,TKO (punches),3
2988,345,2988,Submission (D'Arce choke),1
16,2375,2375,KO (punches),1
2057,2182,2057,TKO (elbows),1
1317,1659,1659,Submission (rear-naked choke),2
143,1444,1444,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3145,2788,2788,Submission (rear-naked choke),2
1171,2194,1171,KO (punches),1
3684,2129,2129,"Decision (split) (28–29, 29–28, 30–27)",3
2068,918,918,"Decision (unanimous) (30–26, 30–26, 30–27)",3
49,311,311,Submission (guillotine choke),2
1354,3439,3439,"Decision (split) (47–48, 48–47, 48–47)",5
2470,2537,2470,"Decision (split) (28–29, 30–27, 29–28)",3
2290,3291,2290,KO (elbow),1
3433,2654,2654,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2421,107,2421,"Decision (split) (28–29, 29–28, 29–28)",3
1356,101,1356,Submission (rear-naked choke),1
78,2540,78,Submission (rear-naked choke),1
2037,2153,2037,TKO (punches),2
1952,2152,1952,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1369,578,1369,TKO (punches),3
2624,1393,1393,TKO (elbow and punches),3
2597,304,304,TKO (knee injury),3
3091,666,3091,Submission (guillotine choke),1
1168,3046,1168,KO (punches),3
2646,522,522,"Decision (split) (28–29, 29–28, 29–28)",3
451,3311,3311,TKO (punches),1
1225,2244,2244,"Decision (unanimous) (30–27, 30–27, 30–27)",3
139,1753,139,"Decision (unanimous) (29–28, 29–27, 29–27)",3
2437,1488,1488,KO (punches),2
1452,1332,1452,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3206,464,3206,"Decision (unanimous) (30–26, 30–27, 30–27)",3
2492,1985,2492,Technical Submission (anaconda choke),1
2347,1033,2347,Submission (rear-naked choke),1
891,2239,891,"Decision (split) (47–48, 49–46, 48–47)",5
529,933,529,KO (front kick),2
2789,2763,2789,"Decision (split) (28–29, 29–28, 30–27)",3
3564,390,390,"Decision (split) (29–28, 28–29, 29–28)",3
2689,3323,3323,"Decision (unanimous) (29–28, 30–27, 30–26)",3
539,815,539,"Decision (split) (30–27, 28–29, 30–27)",3
2761,2891,2761,Submission (guillotine choke),1
1433,2719,1433,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3393,944,944,KO (punch),1
611,1071,611,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3427,2703,3427,"Decision (split) (29–28, 28–29, 29–28)",3
485,1105,1105,"Decision (unanimous) (30–27, 30–26, 30–26)",3
2269,1063,2269,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3421,981,3421,"Decision (unanimous) (48–47, 49–46, 49–46)",5
586,145,145,"Decision (split) (27–30, 29–28, 29–28)",3
954,379,379,TKO (punches),1
1137,700,700,Submission (rear-naked choke),3
591,856,856,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1518,2041,1518,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2938,2728,2728,Submission (americana),1
949,1691,949,Submission (kneebar),1
1698,1179,1179,TKO (punches),2
366,1778,1778,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3652,1991,3652,TKO (punches),2
1764,114,114,Submission (standing arm-triangle choke),1
1203,2566,2566,Submission (kneebar),1
708,212,212,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3397,1520,1520,Submission (guillotine choke),1
3600,229,229,Submission (guillotine choke),1
1169,1594,1594,TKO (punches),2
2451,3445,2451,KO (leg kick and punches),1
852,2429,2429,"Decision (unanimous) (30–26, 30–27, 30–27)",3
2546,1810,1810,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1445,234,1445,DQ (eye gouging),1
2184,1852,2184,"Decision (unanimous) (49–46, 49–46, 48–47)",5
2361,340,340,"Technical Decision (unanimous) (29–27, 29–27, 29–27)",3
192,944,944,TKO (punches),1
413,3602,413,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1824,1732,1732,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1636,566,566,TKO (punches),3
1706,1599,1599,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1466,1633,1633,TKO (punches),2
2738,1062,1062,Submission (rear-naked choke),2
409,224,409,"Technical Decision (unanimous) (30–27, 30–27, 30–27)",3
1737,2335,1737,"Decision (split) (28–29, 29–28, 29–28)",3
1393,2310,1393,"Decision (majority) (29–27, 29–27, 28–28)",3
1531,3459,3459,TKO (punches),4
3622,3130,3130,"Decision (split) (48–47, 47–48, 48–47)",5
424,542,542,"Decision (unanimous) (29–28, 29–28, 29–28)",3
736,2465,736,"Decision (split) (28–29, 29–28, 29–28)",3
1878,2512,1878,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3521,1869,1869,"Decision (unanimous) (29–28, 30–27, 30–27)",3
1009,1310,1310,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1693,2464,2464,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1040,1912,1912,TKO (punches),1
3395,2344,2344,Submission (scarf hold),1
2715,1248,2715,"Decision (unanimous) (29–28, 29–28, 29–28)",3
140,2852,140,"Decision (unanimous) (30–27, 30–27, 29–28)",3
313,690,313,TKO (punches),2
3586,1170,1170,Submission (rear-naked choke),1
387,213,213,"Decision (split) (29–28, 28–29, 29–28)",3
160,1556,1556,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1885,1184,1885,"Decision (split) (29–28, 28–29, 29–28)",3
746,342,746,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2029,2742,2029,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1220,679,1220,TKO (spinning back fist and elbows),2
3288,1597,1597,Technical Submission (rear-naked choke),2
1899,961,961,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2279,828,2279,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3085,2802,2802,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3461,166,166,Submission (straight armbar),1
1368,66,66,TKO (punches and elbows),1
3400,2521,2521,Submission (rear-naked choke),1
2262,2870,2262,"Decision (unanimous) (30–26, 30–26, 30–26)",3
1998,486,1998,KO (spinning back elbow),3
1304,3301,3301,KO (punches),2
1197,103,103,Technical Submission (anaconda choke),1
2443,6,2443,TKO (punches),1
633,1666,633,Submission (triangle choke),1
3382,2953,2953,"Decision (unanimous) (29–28, 29-28, 29–27)",3
2624,2024,2624,"Decision (split) (27–30, 29–28, 29–28)",3
823,2125,2125,Submission (guillotine choke),1
124,2844,124,"Decision (unanimous) (49–46, 49–46, 48–47)",5
2145,3061,3061,KO (punches),1
3657,443,3657,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2685,2754,2754,TKO (body kick and punches),2
2027,769,769,TKO (knee and punches),1
2981,2471,2471,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2692,49,49,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1507,236,236,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1444,1623,1444,Submission (arm-triangle choke),2
1984,1992,1984,Submission (rear-naked choke),2
398,1850,398,Submission (guillotine choke),1
2179,467,467,TKO (punches),1
2211,2253,2211,KO (flying knee),3
628,1971,628,"Decision (unanimous) (49–46, 50–44, 50–45)",5
780,2123,780,"Decision (unanimous) (49–45, 49–44, 50–44)",5
2107,215,2107,"Decision (unanimous) (30–25, 30–26, 30–27)",3
1349,2349,1349,TKO (elbows),2
1255,3103,3103,TKO (punches),1
2188,3349,3349,TKO (punches),2
2709,3621,2709,"Decision (split) (29–28, 28–29, 29–28)",3
2259,2317,2259,"Decision (split) (27–29, 29–27, 29–27)",3
20,2168,2168,Submission (arm-triangle choke),2
1579,2316,2316,Submission (rear-naked choke),1
859,3357,859,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3037,1628,1628,"Decision (split) (28–29, 29–28, 30–27)",3
1449,2345,1449,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1177,1903,1903,TKO (punches),1
562,3347,3347,Submission (armbar),2
1610,445,445,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3331,90,3331,TKO (punches),2
2702,2493,2493,"Decision (split) (29–28, 28–29, 30–27)",3
2311,2431,2311,"Decision (unanimous) (30–27, 30–27, 30–26)",3
2027,3685,2027,Submission (rear-naked choke),1
2475,1952,1952,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1096,358,358,Submission (rear-naked choke),1
1312,84,1312,"Decision (split) (28–29, 30–27, 29–28)",3
1334,3475,1334,KO (punch),1
2514,689,689,Submission (D'Arce choke),1
243,2540,2540,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2175,2081,2081,TKO (punches),2
2617,408,408,"Decision (split) (28–29, 29–28, 29–28)",3
2365,270,2365,KO (punches),1
567,848,848,Submission (armbar),1
3161,3017,3017,TKO (knee and punches),2
716,259,716,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3155,122,122,TKO (punches),3
2447,2716,2447,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2483,244,244,"Decision (unanimous) (30–27, 30–27, 30–26)",3
17,3545,17,"Decision (unanimous) (48–47, 48–47, 49–46)",5
3339,1780,3339,KO (elbow),2
468,401,468,KO (elbows),2
2123,1309,2123,Submission (rear-naked choke),2
1249,1177,1177,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3395,145,145,"Decision (split) (29–28, 28–29, 29–28)",3
2120,2326,2326,"Decision (split) (29–28, 28–29, 29–28)",3
2724,2508,2508,Submission (triangle armbar),3
3358,537,3358,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1911,771,1911,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2169,2994,2994,Technical Submission (rear-naked choke),2
748,3528,3528,Technical Submission (rear-naked choke),1
1190,1636,1190,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3160,1307,3160,"Decision (split) (49–46, 47–48, 49–46)",5
3070,1985,1985,"Decision (split) (28–29, 30–27, 29–28)",3
1261,2596,2596,KO (spinning hook kick and punches),1
95,67,67,Submission (rear-naked choke),2
1140,242,242,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2490,883,883,"Decision (split) (28–29, 29–28, 29–28)",3
1481,505,505,Technical Submission (arm-triangle choke),3
699,3325,699,"Decision (unanimous) (30–27, 30–27, 30–27)",3
229,2290,2290,KO (punches),1
3143,696,696,"Decision (unanimous) (29–27, 29–27, 30–27)",3
1936,78,78,TKO (punches),1
3579,2758,2758,TKO (punches),2
329,1139,1139,TKO (arm injury),1
1051,2273,2273,"Decision (unanimous) (48–47, 48–47, 49–46)",5
948,2161,948,"Decision (unanimous) (48–47, 48–47, 48–47)",5
944,2470,2470,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3111,2314,2314,Submission (guillotine choke),1
2154,1092,2154,TKO (punches),1
1302,216,1302,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2717,726,726,TKO (punches),1
1171,2352,1171,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1012,3377,1012,TKO (punches),1
1119,730,730,Submission (armbar),1
1248,1460,1460,"Decision (unanimous) (30–27, 29–28, 29–28)",3
541,1567,1567,"Decision (unanimous) (50–45, 50–45, 50–44)",5
2938,586,586,Submission (rear-naked choke),1
337,2761,2761,"Decision (split) (29–28, 28–29, 29–28)",3
1899,522,522,"Decision (unanimous) (30–27, 30–27, 30–27)",3
342,430,342,TKO (punch to the body),1
59,379,59,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2514,1356,2514,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2015,358,2015,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1579,638,1579,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2741,392,392,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2531,2347,2347,Submission (rear-naked choke),3
2456,2308,2456,Submission (rear-naked choke),2
2256,2537,2256,"Decision (split) (28–29, 30–27, 29–28)",3
1054,1556,1556,TKO (punches),1
2323,2401,2323,TKO (punches),1
1402,871,871,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2190,647,647,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2792,3339,3339,KO (punches),2
2981,3600,2981,TKO (punches),1
2191,107,2191,Submission (armbar),1
1984,311,311,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1232,2091,1232,"Decision (unanimous) (30–27, 30–27, 29–27)",3
1581,617,1581,TKO (elbows),2
2692,445,2692,Submission (rear-naked choke),1
48,981,48,"Decision (unanimous) (50–45, 50–45, 49–46)",5
2659,967,967,KO (spinning wheel kick),3
1334,645,1334,KO (punches),1
1203,2843,1203,Submission (rear-naked choke),2
665,67,665,TKO (punches and knees),2
1040,2167,2167,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3291,2528,3291,TKO (punches),1
3684,1554,1554,TKO (punches),1
213,3521,213,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3455,1947,3455,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1636,2057,1636,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2566,1195,2566,Submission (kneebar),3
2152,3046,2152,KO (punches),1
3232,3439,3439,"Decision (unanimous) (48–47, 48–47, 49–46)",5
540,356,356,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3586,2849,2849,Submission (rear-naked choke),1
1553,3610,3610,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1168,3625,3625,"Decision (split) (27–30, 29–28, 29–28)",3
1854,2779,2779,"Decision (unanimous) (30–26, 30–27, 30–27)",3
1062,1778,1062,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1823,1105,1105,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2306,3069,2306,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1393,2525,2525,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2707,1351,1351,"Decision (unanimous) (49–46, 48–47, 48–47)",5
2719,2752,2719,TKO (punches),1
3096,1775,3096,TKO (punches),3
3564,192,3564,TKO (punches),3
3061,140,3061,TKO (head kick and punches),2
2124,90,90,TKO (elbows and punches),1
449,1753,1753,TKO (corner stoppage),2
121,3592,3592,TKO (punches to the body),1
1499,501,501,"Decision (unanimous) (30–27, 30–27, 30–27)",3
94,746,94,Submission (guillotine choke),1
3371,628,3371,"Decision (unanimous) (48–47, 48–47, 49–46)",5
2239,3678,2239,"Decision (split) (47–48, 48–47, 49–46)",5
3421,839,3421,KO (front kick),3
419,2578,419,"Decision (unanimous) (29–28, 29–28, 29–28)",3
529,1033,1033,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2068,2471,2471,TKO (flying knee and punches),2
1177,1400,1177,TKO (punches),1
1275,665,665,KO (punches),1
2926,1410,1410,TKO (elbows),2
3562,1869,1869,KO (punches),1
224,3444,224,TKO (spinning wheel kick and punches),2
64,1449,1449,"Decision (unanimous) (29–28, 29–28, 30–27)",3
195,3085,195,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3427,2375,2375,"Decision (unanimous) (29–28, 29–28, 29–28)",3
304,3249,3249,Submission (rear-naked choke),2
2826,3622,3622,"Decision (unanimous) (49–46, 49–46, 49–46)",5
1368,1903,1903,Submission (kimura),1
3351,3461,3461,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1784,542,542,Technical Submission (rear-naked choke),1
2332,124,124,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2646,1452,2646,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3340,2605,3340,"Decision (unanimous) (29–28, 29–28, 29–28)",3
821,1650,821,"Decision (unanimous) (30–27, 29–27, 29–27)",3
3664,2788,3664,"Decision (unanimous) (29–26, 29–26, 29–26)",3
2345,1049,2345,TKO (punches),1
2207,103,2207,KO (knee),2
2492,1383,2492,Submission (arm-triangle choke),3
2244,3357,3357,"Decision (split) (28–29, 29–28, 29–28)",3
3430,616,3430,"Decision (unanimous) (48–46, 48–46, 48–46)",5
1102,700,700,"Draw (majority) (29–28, 28–28, 28–28)",3
567,846,567,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1169,3323,3323,"Decision (split) (29–27, 27–29, 29–27)",3
3445,2259,2259,TKO (punches),1
2365,1508,1508,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2514,3119,2514,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3595,1304,1304,TKO (punches),1
2129,1691,2129,TKO (elbows and punches),2
1952,1731,1952,"Decision (unanimous) (30–27, 29–28, 29–28)",3
815,1693,815,"Decision (unanimous) (49–46, 49–46, 48–47)",5
145,930,145,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1132,2081,2081,KO (punch),2
961,413,961,"Decision (unanimous) (30–26, 30–27, 30–27)",3
1703,1628,1703,Submission (anaconda choke),3
2821,2981,2981,TKO (punches),3
866,2689,2689,"Decision (split) (29–28, 28–29, 30–27)",3
1105,486,486,"Decision (unanimous) (29–28, 29–28, 29–28)",3
679,697,679,TKO (elbows and punches),1
485,2310,485,Submission (rear-naked choke),3
